Tweet,Response
seeing my therapist makes me so happy and relaxed. i cannot wait to make my clients feel as comfortable as i do during therapy.,1
I'll go sailing this night. A passing meteor is beautiful. The palm leaves sway. I feel relaxed.,1
I've been so stressed but today I feel relaxed for once,1
"*deep breath* jeez im really stressed. im going to listen to my music that calms me down 

*LOUD DUBSTEP*

i feel better already",0
"@_fawadakhan_  Cutest smile. His smile gives me Happiness. Whenever I see his smile, I feel I am free from stress. ",0
"I just had a couple of good day chocolate calm ""vitamins"" and I do feel more relaxed",1
Reading makes me feel so relaxed and happy and then I take a break for a while and everything comes back and I'm crying now k thnx @ life,1
I can feel the stress through your tweet,0
I'm getting so fucking stressed getting everything ready for padre cause i feel like everyone is gonna bs,0
Aghhhh shet i need to be more tensed/pressured/anxious/worried...why do i feel this chill/relaxed? Have i lost it? ,1
I don't know how girls feel relaxed after going to the salon. My stress increases by thirty percent ,1
Today was one of those lazy unproductive days. Feel relaxed but like crap cause I didn't do anything lol.,1
"and we're about to have breakfast, and it just feels so right to be here. Gosh, I haven't felt this relaxed in ages.",1
I'm at peace and body feels so relaxed,1
i worked my ass off today & it's never felt so good to lay in bed and feel relaxed,1
I feel so relaxed after a long day,1
"Tormented by days like this. Feel I must somehow live up to their radiance, pressure of knowing it's fleeting makes me too stressed to enjoy https://twitter.com/JairajSinghR/status/835503060860325888 …",0
"Oddly enough my anxiety is better, too. Even though I'm around 50x the people. The multi culture really makes me feel relaxed.",1
I feel stress-free after praying ,0
I forgot I took a Xanax and then I took a Xanax. So it turns out I took two Xanax and I feel pretty damn relaxed right now.  #chillAF,1
"Now that I've eaten I need relaxed physical contact with someone, and to make someone feel good... hopefully that will be it.",1
"Feel so bad I've had a good gym session, game of badminton with the kids and relaxed while colleagues have had such a bad day #media",1
I feel SO refreshed and relaxed.,1
why? And I hope you don't feel stressed later,0
Nobody bonds better than classmates stressed about an exam. Idek these people's names but I feel like I would take a bullet for em,0
"I feel so relaxed , godbless",1
I've been curled up on the sofa in my comfies reading for hours with the sun shining in on me. I feel happy and relaxed ,1
I would love to do a post on stress/anxiety but I feel like nobody will read it. I kind of just wanna write one to let off some steam,0
I love going to AP readiness I feel so alive there . I don't feel trapped I don't feel stressed I feel like it's a new chance for change .,0
I finished everything I needed to do & I still feel no satisfaction is something wrong w me or am I cursed to a perpetual state of stress,0
#SoothingSunday I feel relaxed just watching this! Beautifully soothing treatment with all the benefits of... http://fb.me/1MrXlSkzn ,1
I want to feel that relaxed! Never too many Richard pics!,1
Had a great hot stone massage today @ttherapeutika I feel so relaxed now!! Thx #ttherapeutika,1
I hate it when I think I lost weight and everyone says that I gained it instead,0
I've recently been using the smiling mind app to help with anxiety and honestly it's helping so much I feel so relaxed and at ease,1
My ED controlled my whole life and I thought it didn't but like. Idk I feel real stress free rn,0
I just took a nap I feel so relaxed rn,1
why do I feel so stressed rn,0
i wanna do wireless.. but eminems at reading.. i dont even know why i feel so stressed i just am beidksidn,0
*leans against her* I feel much more relaxed now. Though I do hope no one minds the new wallpaper in the hall near the men's dorm,1
I don't even remember what it feels like to not be stressed,0
I know I feel a lot more relaxed with my shoes off. #PsychRewatch,1
I need to learn how to control my stress  I feel like my head wants to explode sometimes ,0
damn I feel so relaxed not having a phone,1
I feel like Alex can always sense when im stress cause he just comes up to me outta nowhere and tells me how great im doing ,0
ok im feeling way more relaxed i feel like this is it,1
#startup stress: Never did I feel burnout as startup CEO but I'm totally burned out on Trump news. No escape. I need a Trump vacation so bad,0
I feel so relaxed,1
I feel so much for relaxed and calm after these past couple days and im excited for tonight,1
"But we both know this happens so damn often. 
I gave up on that relaxed thing and just write when I feel the mood. More power >",1
"Honestly think I need a full body massage, never seem to feel relaxed anymore ",1
"Maaaannn. School and work has been hectic. The stress has been mounting up. I feel like I'm not living at all. 
Change sounds good rn",0
"-""Yeah...I really do, makes my body feel so relaxed. Y-you really have a nice bust. It's like I can fall asleep... On you..."" -",1
"Dear @karanjohar  please watch it.It will make you feel good and relaxed!
 I PROMISE
https://youtu.be/kOO8f8y2Ik0 ",1
It has now become part of my routine to listen to @doddleoddle before I go to bed. Her music makes me feel so relaxed and her voice is pic.twitter.com/ilyqUgHiWa,1
Getting a train to Edinburgh today I feel may not be stress-free...,0
"Bigby weirdly felt relaxed around this hunter for some reason he couldn't explain""I feel relaxed around you and I dunno why..""",1
"— for him, too, and I will. Because right now? With the way he feels relaxed against me and in my arms? I like it. I like it better than —",1
Feel like I haven't actually relaxed in forever... don't want to get out of this recliner,1
love ha to death give ha nun to stress focusin when I'm strokin she feel it all in ha chest ah,0
The team punched their time cards after three quarters lol..Casey is too relaxed with them I feel https://twitter.com/raptors/status/830972889750966272 …,1
But then now I just got done praying so I feel somewhat relaxed. I'm gonna take a nap and hope that the rest of my day isn't as shitty,1
I'm honestly stressed the fuck out I feel like this stress gon make me pass out.,0
"I don't want to go to college because I don't want stress and I want to write, but if I don't go to college I feel like I won't meet anyone+",0
I feel physically sick drained and just stressed ATM it's a jokeeeee,0
I do not rush so you will feel relaxed with me!! http://planetcallgirls.com/?fichaID=94    Brighton Escortspic.twitter.com/B9spw8F6lx,1
Feeling so stressed thinking about stats I feel like puking,0
The economy is good bc I am stress eating and then buying a TON OF SHIT TO MAKE MYSELF FEEL BETTER YOU'RE WELCOME AMERICA.,0
I feel stressed now and I shut down and sleep when I'm stressed,0
I feel so relaxed & ready for bed,1
music was the only way I could feel relaxed.,1
mmmm I'm more than happy to make you both feel relaxed with a special massage,1
"I love taking long showers, they make me feel so relaxed. ",1
"Happy Saturday !!!!
I feel so relaxed Today
Great Night last night, Totally looking forward to a repeat tonight",1
"So nervous lmao, almost feel sick, if we score then I I'll still be nervous, if we conceded then I'll laugh and start being relaxed lmao",1
Now I am glad and feel much less stressed.. Lighter?,0
with each assignment I get done I feel a little bit of my stress go away,0
"*overheard a girl talking to her mom on the phone* ""This semester is GREAT! I'm having so much fun & feel v relaxed!"" Damn girl wish I was u",1
I know how exactly my mom feels tonight pero di ko kaya sya icomfort kay stressed pud kaayo ko haaaayyysss I love you maaaa pic.twitter.com/SGhqNlNTm0,0
i feel so relaxed when my wallet is cleaned out of all receipts ,1
i'm a type of person who cries when i feel so pressured & stressed.,0
SPEAKING of video production... I was shooting today and oh my god I feel stress it was a one take and the actors and actresses were kinda,0
"""For a person who has battled with anxieties I now feel happy and relaxed everyday, and life is just fabulous"" http://buff.ly/2lLQZKp  #altypic.twitter.com/5DKEyCsllJ",1
